id,date,bank_description,amount,merchant,description,status,receipt_url
1589,2025-08-28,IDEOGRAM AI,20.00,Ideogram AI,Ideogram AI - AI logo and graphic design tool (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1589_ideogram_ai_2025-08-28_20_00.jpg
1591,2025-08-30,EVERY STUDIO,5.00,Every Studio,Every Studio - Promo artwork,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1591_every_studio_2025-08-30_5_00.jpg
1593,2025-09-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1593_expensify_inc_2025-09-01_19_76.jpg
4265,2025-09-10,taskade,120.00,TASKADE,Taskade - shared with Celeste (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4265_taskade_2025-09-10_120_00.jpg
4292,2025-09-23,PARKING - 501 COMMERCE ST,44.10,501 Commerce Street  Nashville  TN 37203,Parking - Music Row meetings,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4292_parking_501_commerce_st_2025-09-23_44_10.png
4283,2025-09-27,midjourney,32.93,MIDJOURNEY INC,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/847_midjourney_inc_2025-09-27_32_93.png
4342,2025-09-27,APPLE.COM/BILL,37.95,Apple One,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4342_apple_icloud____apple_one_bundle_2025-09-27_37_95.png
4280,2025-09-29,claude,21.95,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/844_anthropic_pbc_2025-09-29_21_95.png
4296,2025-10-01,SH NASHVILLE,15.57,Soho House Nashville,Soho House Nashville - Coffee with Mandy Goenner (Taillight),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/859_soho_house_nashville_2025-10-01_15_57.jpg
1603,2025-10-03,IDEOGRAM AI,20.00,Ideogram AI,Ideogram AI - AI logo and graphic design tool (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1603_ideogram_ai_2025-10-03_20_00.jpg
1605,2025-10-04,ANTHROPIC,5.68,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1605_anthropic_2025-10-04_5_68.png
4281,2025-10-06,Ideogram AI,20.00,Ideogram AI,Ideogram AI - AI logo and graphic design tool (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/845_ideogram_ai_2025-10-06_20_00.png
4290,2025-10-07,PARKING - 206 2ND AVE S,9.82,Gulch Crossing Garage,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/853_gulch_crossing_garage_2025-10-07_9_82.jpg
4302,2025-10-09,SH NASHVILLE,15.80,Soho House Nashville,Soho House Nashville - Meeting with Jay Orr (CMHOF),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/865_soho_house_nashville_2025-10-09_15_80.jpg
4279,2025-10-13,beautiful slides,158.04,BEAUTIFUL SLIDES  INC.,Beautiful.ai - Presentation software for pitches (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/843_beautiful_slides_inc_2025-10-13_158_04.png
4291,2025-10-15,PARKING - 600 12TH AVE S,16.29,Icon Garage,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/854_icon_garage_2025-10-15_16_29.jpg
4295,2025-10-16,SH NASHVILLE,13.17,Soho House Nashville,Soho House Nashville - Meeting with Devin Ford (CMA),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4295_sh_nashville_2025-10-16_13_17.png
1613,2025-10-21,CLEAR *CLEARME.COM,334.00,CLEAR,TSA CLEAR - Expedited airport security,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1613_clear_clearmecom_2025-10-21_334_00.jpg
4297,2025-10-21,THE TWELVE THIRTY CLUB,64.67,Club,Twelve Thirty Club - Dinner with Cindy Mabe (UMG SVP),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4297_the_twelve_thirty_club_2025-10-21_64_67.png
829,2025-10-22,runway,158.04,Runway AI  Inc.,Runway AI - Video editing and AI effects (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/829_runway_2025-10-22_158_03.jpg
4298,2025-10-23,CORNER PUB GREEN HILLS,50.00,The Donelson Pub,Coffee with Rachel Reynolds (WXNA),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/861_the_donelson_pub_2025-10-23_50_00.jpeg
4299,2025-10-23,CORNER PUB GREEN HILLS,44.17,Unknown,Corner Pub - Meeting with Colleen Taylor (Mighty Loud),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4299_corner_pub_green_hills_2025-10-23_44_17.png
4286,2025-10-26,claude,21.95,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/850_anthropic_pbc_2025-10-26_21_95.png
4313,2025-10-27,midjourney,32.93,Midjourney,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4313_midjourney_2025-10-27_32_93.jpg
4341,2025-10-27,APPLE.COM/BILL,37.95,Apple One,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4341_apple_icloud____apple_one_bundle_2025-10-27_37_95.png
4266,2025-10-28,railway corporation,5.00,Railway Corporation,Railway - Cloud hosting for Down Home web apps (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/831_railway_corporation_2025-10-28_5_00.png
4312,2025-10-30,claude,109.75,Anthropic (Claude AI),Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4312_claude_2025-10-30_109_75.jpg
1619,2025-11-01,NOTION LABS INC.,52.68,Notion Labs  Inc.,Notion - Wiki and documentation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1619_notion_labs_inc_2025-11-01_52_68.jpg
4370,2025-11-01,MEETING REMINDER IN YOUR FACE,24.99,Meeting Reminder App,Meeting Reminder app (Annual),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/inbox/09a589dc6427.jpg
4293,2025-11-18,PARKING - 818 18TH AVE S,8.99,818 18th Ave S,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4293_parking_818_18th_ave_s_2025-11-18_8_99.png
4267,2025-11-19,metropolis,8.00,18th and Chet,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/832_18th_and_chet_2025-11-19_8_00.jpg
825,2025-11-21,midjourney,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/825_midjourney_2025-11-21_32_92.jpg
4294,2025-11-24,SH NASHVILLE,37.63,Soho House Nashville,Soho House Nashville - Lunch with Mark Wallace (Music Supervisor),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/2025-04-04_SH_NASHVILLE___OTHER_$37_63.jpg
4311,2025-11-27,midjourney,32.93,Midjourney,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4311_midjourney_2025-11-27_32_93.jpg
4340,2025-11-27,APPLE.COM/BILL,37.95,Apple One,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4340_apple_icloud____apple_one_bundle_2025-11-27_37_95.png
4307,2025-11-28,Apple,37.95,Apple,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4307_apple_2025-11-28_37_95.jpg
4271,2025-12-01,claude,109.75,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/835_anthropic_pbc_2025-12-01_109_75.jpg
4272,2025-12-01,ideogram,20.00,Ideogram AI,Ideogram AI - AI logo and graphic design tool (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4272_ideogram_2025-12-01_20_00.jpg
4273,2025-12-01,midjourney,21.95,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4273_midjourney_2025-12-01_21_95.jpg
4287,2025-12-02,Soho House,3120.00,Soho House,Soho House Nashville - Annual membership dues,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4287_soho_house_2025-12-02_3120_00.png
4318,2025-12-04,uber,40.76,Uber,Uber from Mt. Juliet home office to Nashville Airport - departing for business trip,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4318_uber_2025-12-04_40_76.jpg
4306,2025-12-05,APPLE,53.10,Apple,Apple - App Subscriptions (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4306_apple_2025-12-05_53_10.jpg
4316,2025-12-06,uber,18.99,Uber,Uber around Las Vegas - NFR Finals networking,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4316_uber_2025-12-06_18_99.jpg
4317,2025-12-06,uber,32.98,Uber,Uber around Las Vegas - NFR Finals events,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4317_uber_2025-12-06_32_98.jpg
4321,2025-12-06,UBER *TRIP,37.98,Uber,Uber from Downtown Vegas to Las Vegas Strip - NFR Finals week,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4321_uber_trip_2025-12-06_37_98.jpg
4305,2025-12-07,venmo,50.00,Venmo,Venmo - Brandon Schaffner taxi Vegas,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/incoming/venmo_2025-12-07_50_00_19af8410b0ac.jpg
4304,2025-12-10,uber,36.95,Uber,Uber from Nashville Airport to Mt. Juliet home office - returning from business trip,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4304_uber_2025-12-10_36_95.jpg
4315,2025-12-10,uber,29.95,Uber,Uber to Nashville Airport - departing Nashville,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4315_uber_2025-12-10_29_95.jpg
