Index,Date,Amount,Merchant,Category,Status,Attention,AI_Confidence,Receipt_Merchant,Receipt_Total,Receipt_Date,Receipt_URL,Notes
19,2024-07-02,$39.56,UBER TRIP,Travel,good,VERIFIED (previous run),100%,Uber,39.56,2024-07-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-07-02_39_56_3.jpg,
17,2024-07-02,$103.99,LYFT *RIDE TUE 4AM,Travel,good,VERIFIED (previous run),100%,Lyft,103.99,2024-07-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/lyft_ride_tue_4am_2024-07-02_103_99.jpg,
12,2024-07-01,$140.00,CHARTMETRIC,Software & Subscriptions,good,VERIFIED (previous run),100%,"Chartmetric, Inc.",140.00,2024-06-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-07-01_140_0.jpg,Music and Social Media Data and Charts for Industry Knowledge and talent
13,2024-07-01,$19.76,EXPENSIFY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Expensify,19.76,2024-07-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-07-01_19_76_3.jpg,Expensify - Expense Software Monthly
14,2024-07-01,$189.50,LULUS LANDING INC,Meals & Entertainment,good,VERIFIED (previous run),100%,Lulu's,189.50,2024-07-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/lulus_landing_inc_2024-07-01_189_5.jpg,
15,2024-07-01,$20.66,TST* PYRAMIDS CAFE - AIRP,Meals & Entertainment,good,VERIFIED (previous run),95%,Pyramids Cafe - Airport,20.66,2024-06-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_pyramids_cafe_airp_2024-07-01_20_66_3.jpg,
16,2024-07-01,$81.66,UBER TRIP,Travel,good,VERIFIED (previous run),100%,Uber,81.66,2024-06-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-07-01_81_66.png,
771,2025-08-08,$49.25,SODEXO AT BELMONT UNIVER,Meals & Entertainment,,UNVERIFIED,95%,Sodexo at Belmont University,49.25,2025-08-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sodexo_at_belmont_univer_2025-08-08_49_25.jpg,
666,2025-04-29,$20.00,CURSOR USAGE MID APR,Software & Subscriptions,,UNVERIFIED,,Cursor,20.00,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_apr_2025-04-29_20_00.jpg,
269,2024-10-08,$83.92,CORNER PUB,Meals & Entertainment,,UNVERIFIED,,S7.00,83.92,2024-10-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-10-08_83_92.heic,
76,2024-08-06,$18.10,SH NASHVILLE - OTHER,Meals & Entertainment,,UNVERIFIED,100%,soho house nashville,16.84,2024-10-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-06_18_1.jpg,
832,2025-11-19,$8.00,metropolis,,accepted,NO RECEIPT,,,,,,From: Metropolis Parking Payment
727,2025-06-08,$20.00,VZWRLSS*PRPAY AUTOPAY,General,,NO RECEIPT,,N/A,20.00,2025-06-08,,
721,2025-06-07,$21.95,CURSOR AI POWERED IDE,Software & Subscriptions,,NO RECEIPT,,,,,,
647,2025-04-16,$20.00,CURSOR USAGE MID APR,Software & Subscriptions,,NO RECEIPT,,,,,,
616,2025-04-05,$3.16,CURSOR USAGE MAR,Software & Subscriptions,,NO RECEIPT,,,,,,
596,2025-03-28,$15.00,ENVATO *70322639,General,,NO RECEIPT,,,,,,
584,2025-03-23,$20.02,CURSOR USAGE MID MAR,Software & Subscriptions,,NO RECEIPT,,,,,,
574,2025-03-13,$55.91,UNCLE JULIO'S BRENTWOOD,Meals & Entertainment,,NO RECEIPT,,,,,,
503,2025-02-07,$20.00,CURSOR AI POWERED IDE,Software & Subscriptions,,NO RECEIPT,,,,,,
444,2024-12-28,$8.00,CARTA NORTH GARAGE,Travel,,NO RECEIPT,,,,,,
423,2024-12-14,$33.59,CURSOR AI POWERED IDE,Software & Subscriptions,,NO RECEIPT,,,,,,
415,2024-12-08,$108.84,VHLV-LODGING,Travel,,NO RECEIPT,,,,,,
403,2024-12-07,$16.83,CURB LV TAXI YCS,Travel,,NO RECEIPT,,,,,,
399,2024-12-06,$9.86,STARBUCKS STORE 00661,Meals & Entertainment,,NO RECEIPT,,,,,,
204,2024-09-11,$40.00,SWA*UPGBOARD5264253430990,Travel,,NO RECEIPT,,,,,,
205,2024-09-11,$40.00,SWA*UPGBOARD5264253431024,Travel,,NO RECEIPT,,,,,,
824,2025-11-21,$32.93,midjourney,,needs_review,MISMATCH - REVIEW,,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/receipt_198ec087021a_att1.jpg,From: Your receipt from Midjourney Inc #2732-3452-9743
829,2025-10-22,$158.04,runway,,bad,MISMATCH - REVIEW,,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/incoming/receipt_19a0b09638e6_att0.jpg,
830,2025-09-10,$120.00,taskade,,bad,MISMATCH - REVIEW,,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/incoming/receipt_199314a94cc4_att0.jpg,From: Your receipt from TASKADE #2019-2086
775,2025-08-14,$10.00,CLOUDFLARE,Software & Subscriptions,needs_review,MISMATCH - REVIEW,100%,cloudflare,5.00,2024-11-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-08-14_10_00.jpg,
773,2025-08-09,$40.39,PMC - PAID PARKING,Auto & Parking,needs_review,MISMATCH - REVIEW,,PMC Parking,40.39,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-08-09_40_39_3.jpg,
669,2025-04-30,$62.28,SH NASHVILLE - OTHER,Meals & Entertainment,NEEDS_REVIEW,MISMATCH - REVIEW,100%,Soho House Nashville,62.28,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-30_62_28.jpg,
670,2025-04-30,$7.67,SH NASHVILLE - OTHER,Meals & Entertainment,BAD,MISMATCH - REVIEW,,Soho House Nashville,6.00,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-30_7_67.PNG,
625,2025-04-10,$217.40,TST*GREEN HILLS GRILLE,Meals & Entertainment,needs_review,MISMATCH - REVIEW,85%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstgreen_hills_grille_2025-04-10_217_4.jpg,
609,2025-04-04,$15.15,METROPOLIS PARKING,Auto & Parking,needs_review,MISMATCH - REVIEW,100%,metropolis parking,14.15,2024-11-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-04-04_15_15.jpg,
610,2025-04-04,$26.25,METROPOLIS PARKING,Auto & Parking,needs_review,MISMATCH - REVIEW,70%,Metropolis Parking,26.25,2025-02-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-04-04_26_25_3.jpg,
613,2025-04-04,$11.68,SH NASHVILLE - OTHER,Meals & Entertainment,needs_review,MISMATCH - REVIEW,95%,Soho House Nashville,11.63,2019-09-19,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-04_11_68.jpg,
614,2025-04-04,$37.63,SH NASHVILLE - OTHER,Meals & Entertainment,needs_review,MISMATCH - REVIEW,100%,sh nashville other 2025 04 04 500,6.00,2025-04-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-04_37_63.jpg,
595,2025-03-28,$299.88,ELEMENTOR.COM,General,needs_review,MISMATCH - REVIEW,100%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/elementorcom_2025-03-28_299_88.jpg,
581,2025-03-21,$15.99,METROPOLIS PARKING,Auto & Parking,needs_review,MISMATCH - REVIEW,100%,metropolis,15.99,2024-08-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-03-21_15_99_3.jpg,
575,2025-03-14,$10.00,CLOUDFLARE,Software & Subscriptions,needs_review,MISMATCH - REVIEW,100%,CLOUDFLARE,10.00,2025-02-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-03-14_10_0.jpg,
573,2025-03-13,$9.00,SOURCEGRAPH INC,Software & Subscriptions,needs_review,MISMATCH - REVIEW,95%,"Sourcegraph, Inc.",9.00,2024-11-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-03-13_9_0.jpg,
569,2025-03-09,$112.84,SH NASHVILLE - OTHER,Meals & Entertainment,needs_review,MISMATCH - REVIEW,95%,Soho House Nashville,112.84,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-09_112_84.jpg,
458,2025-01-08,$10.00,CALENDARBRIDGE,Software & Subscriptions,needs_review,MISMATCH - REVIEW,70%,CalendarBridge,10.00,2024-08-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-01-08_10_0.jpg,
456,2025-01-07,$100.00,CURSOR AI POWERED IDE,Software & Subscriptions,needs_review,MISMATCH - REVIEW,,Cursor AI,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2025-01-07_100_0.png,
453,2025-01-06,$72.38,SH NASHVILLE - OTHER,Meals & Entertainment,needs_review,MISMATCH - REVIEW,95%,Soho House Nashville,72.26,2023-08-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-06_72_38.jpg,
454,2025-01-06,$13.50,THE DONELSON PUB,Meals & Entertainment,needs_review,MISMATCH - REVIEW,100%,"Unknown - Address suggests Nashville, TN business",13.50,2025-01-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_donelson_pub_2025-01-06_13_5.jpg,
439,2024-12-21,$24.43,CURSOR AI POWERED IDE,Software & Subscriptions,needs_review,MISMATCH - REVIEW,100%,cursor usage mid jun,25.10,2025-06-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2024-12-21_24_43.jpg,
433,2024-12-19,$130.12,CORNER PUB,Meals & Entertainment,needs_review,MISMATCH - REVIEW,90%,Corner Pub,130.01,2023-04-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-12-19_130_12_3.jpg,
426,2024-12-16,$45.24,SH NASHVILLE - OTHER,Meals & Entertainment,needs_review,MISMATCH - REVIEW,100%,Soho House Nashville,45.24,2019-11-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-16_45_24.jpg,
422,2024-12-14,$5.00,CLOUDFLARE,Software & Subscriptions,needs_review,MISMATCH - REVIEW,100%,Cloudflare,5.00,2025-01-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-12-14_5_0.jpg,
404,2024-12-07,$20.00,CURSOR AI POWERED IDE,Software & Subscriptions,needs_review,MISMATCH - REVIEW,,Cursor,20.00,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2024-12-07_20_0.jpg,
299,2024-10-25,$27.00,BONHOMME PLACE GARAGE,Travel,needs_manual_review,MISMATCH - REVIEW,100%,Apple App Store,1.09,2025-03-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/bonhomme_place_garage_2024-10-25_27_0.png,
245,2024-09-25,$20.00,THE GATEWAY TO NASHVILLE,Travel,needs_review,MISMATCH - REVIEW,100%,Cursor,20.00,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_gateway_to_nashville_2024-09-25_20_0.jpg,
