REF NO.,DATE,CATEGORY,CLIENT: PROJECT,FOREIGN AMOUNT,EXCHANGE RATE,CURRENCY,AMOUNT,DEPARTMENT,LINE OF BUSINESS,OFFICE,BILLABLE,MEMO,RECEIPT,ATTACH FILE,CORPORATE CARD,CARD HOLDER NUMBER
510,8/18/24,Company Meetings and Meals,,78.0,1,USD,78.0,CEO,Down Home : Brand Ventures,,,Losers Nashville - PBR event dinner,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/87_losers_downtown_2024-08-18_76_00.jpg,,
511,8/17/24,DH: Travel Costs - Gas/Rental Car,,42.0,1,USD,42.0,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/84_metropolis_2024-08-17_42_00.jpg,,
512,8/17/24,Company Meetings and Meals,,623.1,1,USD,623.1,CEO,Down Home : Brand Ventures,,,PBR Nashville Stampede Days - Event tickets,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/85_pbr_nashville_stampede_days_2024-08-18_623_10.jpg,,
513,8/15/24,Software subscriptions,,76.81,1,USD,76.81,CEO,,,,Apple - LinkedIn Premium Business (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/81_apple_2024-08-15_76_81.jpg,,
514,8/15/24,DH: Travel Costs - Gas/Rental Car,,8.85,1,USD,8.85,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/82_park_happy_llc_2024-08-15_8_84.jpg,,
515,8/15/24,Company Meetings and Meals,,74.97,1,USD,74.97,CEO,,,,Soho House Nashville - Meeting with Tim Staples (Shareability),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/83_soho_house_nashville_2024-08-15_74_96.jpg,,
516,8/14/24,Software subscriptions,,5.0,1,USD,5.0,CEO,,,,Cloudflare - CDN and DNS for Down Home websites (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/76_cloudflare_2025-01-14_5_00.jpg,,
517,8/14/24,Company Meetings and Meals,,15.38,1,USD,15.38,CEO,,,,Mafiaozas Nashville - Lunch with Rachel,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/77_mafiaozas_2024-08-14_14_15.jpg,,
518,8/14/24,DH: Travel Costs - Gas/Rental Car,,10.99,1,USD,10.99,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/78_metropolis_2024-08-13_10_99.jpg,,
519,8/14/24,DH: Travel Costs - Gas/Rental Car,,8.85,1,USD,8.85,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/79_park_happy_llc_2024-08-14_8_84.jpg,,
520,8/14/24,Company Meetings and Meals,,27.14,1,USD,27.14,CEO,Down Home : Music,,,Soho House Nashville - Meeting with Dawn Gates (UMG Nashville),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/578_soho_house_nashville_2024-08-14_14_22.jpg,,
521,8/13/24,Company Meetings and Meals,,58.21,1,USD,58.21,CEO,,,,"O-Ku Nashville - Team lunch with Alex, Amo, Jason Ross, Rachel, Doug Phillips",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/73_soho_house_nashville_2024-08-05_58_15.jpeg,,
522,8/13/24,Company Meetings and Meals,,44.32,1,USD,44.32,CEO,,,,"The Optimist Nashville - Dinner with Rachel, Jason Ross (Down Home)",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/74_char_nashville_2024-07-12_43_60.jpg,,
523,8/13/24,Company Meetings and Meals,,896.44,1,USD,896.44,CEO,,,,"The Optimist Nashville - Team dinner with Alex, Amo, Jason Ross, Rachel, Doug Phillips",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/75_optimist_nashville_2024-08-13_896_44.jpg,,
524,8/11/24,Software subscriptions,,17.55,1,USD,17.55,CEO,,,,Apple - Contacts App Premium (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/71_app_store_2024-07-14_17_55.jpg,,
525,8/11/24,Software subscriptions,,288.0,1,USD,288.0,CEO,Down Home : Music,,,Suno AI - AI music generation platform (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/72_suno_receipt.png,,
526,8/10/24,Software subscriptions,,9.99,1,USD,9.99,CEO,,,,Apple - Pythonista 3 (One-time),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/68_apple_com_bill_2024-08-10_17_51.jpg,,
527,8/10/24,Company Meetings and Meals,,119.34,1,USD,119.34,CEO,,,,"Edleys BBQ - Lunch delivery with Rachel, Alix Colby Teppel",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/69_edley_s_bar_b_que_2024-08-09_119_34.jpg,,
528,8/10/24,Software subscriptions,,10.98,1,USD,10.98,CEO,,,,"Midjourney - Marketing, creative, pitch decks (Monthly)",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/70_midjourney_inc_2024-08-10_10_98.jpg,,
529,8/10/24,Company Meetings and Meals,,94.1,1,USD,94.1,CEO,,,,"Jim N Nicks BBQ - Lunch delivery with Rachel, Kevin Sabbe",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/565_10_11_25_12_59am_2010-11-25_94_09.jpg,,
530,8/8/24,Software subscriptions,,10.0,1,USD,10.0,CEO,,,,CalendarBridge - Calendar sync across accounts (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/64_calendarbridge_2024-08-08_10_00.jpg,,
531,8/8/24,DH: Travel Costs - Gas/Rental Car,,38.03,1,USD,38.03,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/65_pmc_2024-08-08_38_03.jpg,,
532,8/8/24,Software subscriptions,,13.13,1,USD,13.13,CEO,Down Home : Music,,,Spotify Premium - Music research and industry tracking (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/66_spotify_usa_inc_2024-08-08_13_13.jpg,,
533,8/6/24,Company Meetings and Meals,,82.32,1,USD,82.32,CEO,,,,Disco Nashville - Industry dinner,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/61_disco_2024-08-06_82_31.jpg,,
534,8/6/24,Company Meetings and Meals,,18.1,1,USD,18.1,CEO,,,,Soho House Nashville - Meeting with Rachel and Kevin Sabbe,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/62_sh_nashville_other_2024-08-06_18_10.jpg,,
535,8/6/24,Company Meetings and Meals,,84.2,1,USD,84.2,CEO,,,,"Homegrown Taproom - Lunch with Rachel, Kevin Sabbe",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/63_homegrown_taproom_kitchen_2024-06-24_84_20.jpg,,
536,8/6/24,DH: Travel Costs - Gas/Rental Car,,21.0,1,USD,21.0,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1625_metropolis_parking_2024-08-06_21_00.jpg,,
537,8/5/24,Company Meetings and Meals,,9.05,1,USD,9.05,CEO,,,,Soho House Nashville - Meeting with Scott Siman (Em.co),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/57_soho_house_nashville_2024-08-05_9_05.png,,
538,8/5/24,Company Meetings and Meals,,38.78,1,USD,38.78,CEO,Down Home : Music,,,Soho House Nashville - Meeting with Tyler Stevens (Kinwoven),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/58_soho_house_nashville_2024-08-05_38_78.jpg,,
539,8/5/24,Company Meetings and Meals,,58.16,1,USD,58.16,CEO,,,,Soho House Nashville - Meeting with Scott Siman (Em.co),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/59_soho_house_nashville_2024-08-05_58_15.jpg,,
540,8/5/24,Company Meetings and Meals,,53.98,1,USD,53.98,CEO,Down Home : Music,,,Soho House Nashville - Meeting with Tyler Stevens (Kinwoven),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/60_soho_house_nashville_2024-08-04_53_97.jpg,,
541,8/5/24,DH: Travel Costs - Gas/Rental Car,,21.0,1,USD,21.0,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/551_metropolis_2024-08-06_21_00.jpg,,
542,8/3/24,Software subscriptions,,251.33,1,USD,251.33,CEO,,,,Apple - Taskade Pro (Annual),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/55_apple_store_2024-08-02_251_33.jpg,,
543,8/3/24,Software subscriptions,,251.33,1,USD,251.33,CEO,,,,Taskade Pro (Annual),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/inbox/1cc2a59db4d6.jpg,,
544,8/2/24,Company Meetings and Meals,,39.52,1,USD,39.52,CEO,,,,Nadeens - Breakfast,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/54_tst_nadeens_hermitage_ha_2024-08-02_39_52.jpg,,
545,8/1/24,Software subscriptions,,19.76,1,USD,19.76,CEO,,,,Expensify - Expense tracking and reporting (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/51_expensify_2024-08-01_19_76.jpg,,
546,8/1/24,DH: Travel Costs - Gas/Rental Car,,15.99,1,USD,15.99,CEO,Down Home : Music,,,Parking - Meeting with Michael Gray (CMHOF),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/52_metropolis_2024-08-01_15_99.jpg,,
547,8/1/24,Company Meetings and Meals,,22.28,1,USD,22.28,CEO,Down Home : Music,,,Soho House Nashville - Breakfast with Michael Gray (CMHOF),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/545_soho_house_nashville_2024-08-01_22_28.jpg,,
548,7/31/24,Software subscriptions,,19.99,1,USD,19.99,CEO,,,,Apple - ChatGPT Plus (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/50_app_store_2024-07-30_23_14.png,,
549,7/30/24,DH: Travel Costs - Gas/Rental Car,,15.99,1,USD,15.99,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/48_metropolis_2024-07-30_15_99.jpg,,
550,7/30/24,Company Meetings and Meals,,24.91,1,USD,24.91,CEO,Down Home : Music,,,Soho House Nashville - Meeting with Dawn Gates (UMG),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/49_soho_house_nashville_2024-07-30_24_91.jpg,,
551,7/29/24,DH: Travel Costs - Gas/Rental Car,PROJ299 Music City Rodeo,8.0,1,USD,8.0,CEO,Down Home : Music,,,Parking - Meeting with Patrick Humes (Music City Rodeo),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/47_1201_garage_2024-07-29_8_00.jpg,,
552,7/28/24,DH: Travel Costs - Gas/Rental Car,,11.0,1,USD,11.0,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/46_flash_carta_north_2024-07-28_11_00.jpg,,
553,7/27/24,Software subscriptions,,40.33,1,USD,40.33,CEO,,,,Apple - Apple One Monthly,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/45_apple_com_services_2024-07-27_40_32.jpg,,
554,7/26/24,Software subscriptions,,19.99,1,USD,19.99,CEO,,,,IMDb Pro - Film/TV industry database (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/42_imdbpro_2024-07-26_19_98.png,,
555,7/26/24,DH: Travel Costs - Gas/Rental Car,,8.85,1,USD,8.85,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/43_park_happy_2024-07-26_8_84.jpg,,
556,7/26/24,Company Meetings and Meals,,9.05,1,USD,9.05,CEO,,,,Soho House Nashville - Meeting with Tim Staples (Shareability),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/44_soho_house_nashville_2024-07-26_9_05.jpg,,
557,7/25/24,Company Meetings and Meals,,43.6,1,USD,43.6,CEO,,,,Char Nashville - Lunch with Ken Larish (Real Estate),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/38_char_nashville_2024-07-25_36_60.jpg,,
558,7/25/24,DH: Travel Costs - Gas/Rental Car,,8.85,1,USD,8.85,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/39_park_happy_llc_2024-07-25_8_84.jpg,,
559,7/25/24,DH: Travel Costs - Gas/Rental Car,,9.29,1,USD,9.29,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/40_pmc_paid_parking_2024-07-25_9_28.jpg,,
560,7/25/24,Software subscriptions,,50.0,1,USD,50.0,CEO,Down Home : Music,,,Rostr Pro - Music industry CRM and contacts (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/41_rostr_inc_2024-07-25_50_00.jpeg,,
561,7/24/24,Software subscriptions,,21.95,1,USD,21.95,CEO,,,,Claude AI - AI assistant for content creation and coding (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/37_claude_pro_2024-07-23_21_94.jpg,,
562,7/22/24,DH: Travel Costs - Gas/Rental Car,,8.15,1,USD,8.15,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/35_park_happy_llc_2024-07-22_8_84.jpg,,
563,7/22/24,Software subscriptions,,54.86,1,USD,54.86,CEO,,,,Apple - NordVPN (Annual),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/525_apple_com_bill_2024-07-21_54_85.jpg,,
564,7/19/24,Company Meetings and Meals,Betty Project,1487.8,1,USD,1487.8,CEO,,,,Audrey (Sean Brock) - Betty Project dinner,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/33_audrey_june_2024-07-18_1487_79.png,,
565,7/17/24,Software subscriptions,,17.55,1,USD,17.55,CEO,,,,Apple - Contacts App Premium (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/27_app_store_2024-07-14_17_55.jpg,,
566,7/17/24,Company Meetings and Meals,,94.22,1,USD,94.22,CEO,,,,"Kalamatas - Lunch with Rachel, Kevin Sabbe",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/28_kalamata_s_2024-07-16_94_21.jpg,,
567,7/17/24,DH: Travel Costs - Gas/Rental Car,,5.0,1,USD,5.0,CEO,,,,LAZ Parking - Business parking - Missing Receipt,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/29_missing_receipt_form.png,,
568,7/17/24,DH: Travel Costs - Gas/Rental Car,,11.32,1,USD,11.32,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/30_metropolis_parking_2024-07-17_11_32.jpg,,
569,7/17/24,DH: Travel Costs - Gas/Rental Car,,4.49,1,USD,4.49,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/31_metropolis_2024-07-17_4_49.jpg,,
570,7/17/24,DH: Travel Costs - Gas/Rental Car,,7.55,1,USD,7.55,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/32_metropolis_parking_2024-07-17_7_54.jpg,,
571,7/15/24,Company Meetings and Meals,,12.62,1,USD,12.62,CEO,,,,TSA CLEAR - Expedited airport security,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/25_clear_2024-07-04_12_61.png,,
572,7/15/24,Software subscriptions,,15.99,1,USD,15.99,CEO,Down Home : Music,,,Apple - Apple Music Individual (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4335_apple_apple_music_individual_2024-07-15_15_99.png,,
573,7/14/24,Company Meetings and Meals,,168.87,1,USD,168.87,CEO,,,,"Il Forno Pizzeria - Dinner with Rachel, Alix Colby Teppel",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/24_il_forno_pizzeria_2024-07-14_140_87.jpg,,
574,7/14/24,Software subscriptions,,5.0,1,USD,5.0,CEO,,,,Cloudflare - CDN and DNS for Down Home websites (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/510_cloudflare_2024-07-14_5_00.jpg,,
575,7/12/24,DH: Travel Costs - Gas/Rental Car,,9.29,1,USD,9.29,CEO,,,,Parking - Downtown meeting,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1623_pmc_paid_parking_2024-07-12_9_29.jpg,,
576,7/10/24,Software subscriptions,,10.98,1,USD,10.98,CEO,,,,"Midjourney - Marketing, creative, pitch decks (Monthly)",Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/21_midjourney_inc_2024-07-10_10_98.jpg,,
577,7/8/24,Software subscriptions,,10.0,1,USD,10.0,CEO,,,,CalendarBridge - Calendar sync across accounts (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/20_calendarbridge_2024-07-08_10_00.jpg,,
578,7/8/24,Software subscriptions,,13.13,1,USD,13.13,CEO,Down Home : Music,,,Spotify Premium - Music research and industry tracking (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/507_spotify_2024-07-08_13_13.jpg,,
579,7/6/24,Company Meetings and Meals,,82.32,1,USD,82.32,CEO,,,,Glen Lake - Event planning meeting with Rachel,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/19_disco_2024-07-06_82_31.jpg,,
580,7/5/24,Software subscriptions,,21.94,1,USD,21.94,CEO,,,,Apple - ChatGPT Plus (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/17_apple_2024-07-04_21_94.jpg,,
581,7/2/24,Company Meetings and Meals,,24.56,1,USD,24.56,CEO,,,,Slim & Huskies Nashville - Lunch with Rachel,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/13_slim_husky_s_2024-07-02_24_55.jpg,,
582,7/2/24,DH: Travel Costs - Cab/Uber/Bus Fare,,39.56,1,USD,39.56,CEO,,,,Uber from Nashville Airport to Mt. Juliet home office - returning from business trip,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/14_uber_2024-07-02_39_56.jpg,,
583,7/2/24,DH: Travel Costs - Cab/Uber/Bus Fare,,103.99,1,USD,103.99,CEO,,,,Lyft from Flora-Bama to Mobile Airport - returning from Alabama trip,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/498_lyft_2024-07-02_103_98.jpg,,
584,7/1/24,Software subscriptions,,140.0,1,USD,140.0,CEO,Down Home : Music,,,Chartmetric - Music industry analytics (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/9_chartmetric_inc_2024-06-30_140_00.jpg,,
585,7/1/24,Software subscriptions,,19.76,1,USD,19.76,CEO,,,,Expensify - Expense tracking and reporting (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/10_expensify_2024-07-01_19_76.jpg,,
586,7/1/24,Company Meetings and Meals,,189.5,1,USD,189.5,CEO,,,,Lulus Landing - Gulf Shores dinner (Burt Kreischer show),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/11_lulu_s_2024-07-01_189_50.jpg,,
587,7/1/24,Company Meetings and Meals,,20.66,1,USD,20.66,CEO,,,,Pyramids Cafe Airport - Alabama trip,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/12_pyramids_cafe_airport_2024-06-30_20_66.jpg,,
588,7/1/24,DH: Travel Costs - Cab/Uber/Bus Fare,,81.66,1,USD,81.66,CEO,,,,Uber around Gulf Shores - Flora-Bama venue meetings,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/497_uber_2024-06-30_81_65.png,,
589,7/1/24,Software subscriptions,,21.94,1,USD,21.94,CEO,,,,Dropbox storage (Monthly),Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4352_dropbox_2024-07-01_21_94.jpg,,
590,6/30/24,Company Meetings and Meals,,40.4,1,USD,40.4,CEO,,,,Noahs NY Bagels - LA trip breakfast,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4_noah_s_new_york_bagels_via_doo_2024-06-30_40_39.png,,
591,6/30/24,Company Meetings and Meals,,50.0,1,USD,50.0,CEO,,,,Flora-Bama - Alabama trip expense,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/5_flora_bama_2024-06-14_50_00.jpg,,
592,6/30/24,Company Meetings and Meals,,54.78,1,USD,54.78,CEO,,,,The Wharf F&B - Gulf Shores trip (Burt Kreischer show) - Missing Receipt,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/6_missing_receipt_form.png,,
593,6/30/24,Company Meetings and Meals,,33.0,1,USD,33.0,CEO,,,,The Wharf F&B - Gulf Shores trip (Burt Kreischer show) - Missing Receipt,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/7_missing_receipt_form.png,,
594,6/30/24,Company Meetings and Meals,,30.23,1,USD,30.23,CEO,,,,Bay Cities Deli - Lunch during LA trip,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/485_doordash_2024-06-30_30_23.jpeg,,
595,6/30/24,DH: Travel Costs - Cab/Uber/Bus Fare,,28.75,1,USD,28.75,CEO,,,,Uber from home office to Nashville Airport - departing for Flora-Bama trip,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/490_uber_2024-06-30_28_75.png,,
596,6/30/24,DH: Travel Costs - Cab/Uber/Bus Fare,,86.28,1,USD,86.28,CEO,,,,Uber from airport to Flora-Bama venue - Alabama business trip,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/491_uber_2024-06-29_86_28.jpeg,,
597,6/29/24,DH: Travel Costs - Flights,,889.92,1,USD,889.92,CEO,,,,Flight - Gulf Shores Burt Kreischer,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/3_southwes_5262533925711_2024-06-29_889_91.png,,
598,6/28/24,Company Meetings and Meals,PROJ299 Music City Rodeo,101.7,1,USD,101.7,CEO,,,,Peppermill - Event supplies,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/745_peppermill_resort_spa_casino_2024-06-28_101_70.png,,
599,6/28/24,DH: Travel Costs - Hotel/Lodging,,232.0,1,USD,232.0,CEO,,,,Hilton Los Angeles Culver City - LA business trip,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4347_hoteltonight_hilton_los_angele_2024-06-28_232_00.jpg,,
600,6/22/24,Company Meetings and Meals,,8.5,1,USD,8.5,CEO,,,,Dollar General supplies,Yes,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1_dollar_general_2024-06-22_8_50.jpg,,
